RUNCODE_x_x_x,ENDPERIOD,STRPERIOD_x_x_x,SEQUENCE_x_x_x,TYPE_x_x_x,RPTSEQ_x_x_x,PLANT_x_x_x,fd ingred cost/lb meat actual,feed efficiency adj to @bw lb,feed efficiency actual cal/lb,feed efficiency adj conv,feed efficiency actual conv,bird density sq ft place,bird density sq ft kill,age,RUNCODE_y_x_x,STRPERIOD_y_x_x,SEQUENCE_y_x_x,TYPE_y_x_x,RPTSEQ_y_x_x,PLANT_y_x_x,prestart & start feed lbs fed,starter $/ton,grower feeds lbs fed,grower feeds cost $/ton,first withdraw feeds lbs fed,first withdraw feeds cost $/ton,final withdraw feeds lbs fed,final withdraw feeds cost $/ton,total lbs fed/bird,RUNCODE_x_y_x,STRPERIOD_x_y_x,SEQUENCE_x_y_x,TYPE_x_y_x,RPTSEQ_x_y_x,PLANT_x_y_x,avg cal level,% protein per 1500,% lysine per 1500,% TSAA per 1500,% a.phos per 1500,% calcium per 1500,% animal protein,% added fat,RUNCODE_y_y_x,STRPERIOD_y_y_x,SEQUENCE_y_y_x,TYPE_y_y_x,RPTSEQ_y_y_x,PLANT_y_y_x,field condem w/b & field parts %,w/b disease condemn % total wb%,parts condemned 50% field,RUNCODE_x_x_y,STRPERIOD_x_x_y,SEQUENCE_x_x_y,TYPE_x_x_y,RPTSEQ_x_x_y,PLANT_x_x_y,live production cost,chick cost,house cost,feed ingr cost, vaccine medicat cost,doa cost actual,% livability,calorie conver,RUNCODE_y_x_y,STRPERIOD_y_x_y,SEQUENCE_y_x_y,TYPE_y_x_y,RPTSEQ_y_x_y,PLANT_y_x_y,doa @ $.46 %doa,days to @bw lb,down time,RUNCODE_x_y_y,STRPERIOD_x_y_y,SEQUENCE_x_y_y,TYPE_x_y_y,RPTSEQ_x_y_y,PLANT_x_y_y,loss 0-7 days %,loss 8-14 days %,loss 15-21 days %,loss 22-28 days %,loss 29-35 days %,loss 36-42 days %,loss 43-49 days %,loss 50-56 days %,loss after 56 days %,RUNCODE_y_y_y,STRPERIOD_y_y_y,SEQUENCE_y_y_y,TYPE_y_y_y,RPTSEQ_y_y_y,PLANT_y_y_y,act feed cost/lb meat indred cost,actual feed efficiency actual calorie,actual feed efficiency actual conv,calorie level,actual feed cost/ton,% mort
AUDIT,23 3,23 3,1.0,D,78.0,PART,32.42831,2493.51628,2371.85368,1.75635,1.67065,0.77005,0.79612,40.86,AUDIT,23 3,1.0,D,57.0,PART,1.31485,405.86,3.27501,389.25,,,4.20499,379.55,8.79484,AUDIT,23 3,1.0,D,78.0,PART,1419.71726,21.81834,1.33358,0.96788,0.47571,0.87728,4.23979,1.15197,AUDIT,23 3,1.0,D,9.0,PART,0.03231,,0.03231,AUDIT,23 3,1.0,D,92.0,PART,56.66171,9.58493,8.00977,32.42831,,0.36792,96.72449,2371.85368,AUDIT,23 3,1.0,D,44.0,PART,0.65378,47.31346,18,AUDIT,23 3,1.0,D,1.0,PART,1.22306,0.30501,0.27371,0.31019,0.4374,0.72614,,,,AUDIT,23 3,1.0,D,45.0,PART,32.42831,2371.85368,1.67065,1419.71726,388.21134,3.27551
AUDIT,23 3,23 3,1.0,D,52.0,PART,30.21428,2467.28578,2289.68182,1.78295,1.65461,0.74274,0.77023,41,AUDIT,23 3,1.0,D,69.0,PART,1.1777,363.41,3.42291,360.2,,,3.1997,361.15,7.80031,AUDIT,23 3,1.0,D,52.0,PART,1383.82329,21.81325,1.3424,1.01925,0.29505,0.77865,3.28641,1.08567,AUDIT,23 3,1.0,D,72.0,PART,0.29415,0.29415,,AUDIT,23 3,1.0,D,84.0,PART,55.9044,11.41119,8.89337,30.21427,,0.12592,96.4312,2289.68182,AUDIT,23 3,1.0,D,30.0,PART,0.22641,51.19829,12,AUDIT,23 3,1.0,D,3.0,PART,1.98873,0.46154,0.37069,0.31374,0.30305,0.13105,,,,AUDIT,23 3,1.0,D,23.0,PART,30.21428,2289.68182,1.65461,1383.82329,365.21421,3.5688
AUDIT,23 3,23 3,1.0,D,39.0,PART,32.11739,2492.25709,2430.35991,1.76187,1.71811,0.87,0.92612,42,AUDIT,23 3,1.0,D,24.0,PART,1.31771,402.68,3.08314,387.04,,,5.68371,366.26,10.08456,AUDIT,23 3,1.0,D,39.0,PART,1414.5565,20.28007,1.22797,0.93324,0.40398,0.79573,,0.89905,AUDIT,23 3,1.0,D,14.0,PART,0.04777,0.00304,0.04474,AUDIT,23 3,1.0,D,6.0,PART,49.82382,8.46284,7.05006,30.2573,,0.03844,94.88057,2319.0791,AUDIT,23 3,1.0,D,28.0,PART,0.08261,50.23325,17,AUDIT,23 3,1.0,D,2.0,PART,1.28693,0.4487,0.50442,0.2906,0.2712,0.47959,,,,AUDIT,23 3,1.0,D,24.0,PART,30.2573,2319.0791,1.66616,1391.87271,363.1985,5.11943
AUDIT,23 3,23 3,1.0,D,5.0,PART,27.9672,2410.24263,2265.80859,1.72598,1.62255,0.74163,0.77333,42.21,AUDIT,23 3,1.0,D,91.0,PART,1.25565,367.68,3.18375,344.58,2.0585,340.5,1.60588,359.83,8.10377,AUDIT,23 3,1.0,D,5.0,PART,1396.4482,22.13686,1.33184,0.94456,0.20739,0.73413,9.99027,0.19817,AUDIT,23 3,1.0,D,24.0,PART,0.10904,0.10568,0.00337,AUDIT,23 3,1.0,D,11.0,PART,50.04675,9.75753,7.28367,27.9672,,0.04906,95.9007,2265.80859,AUDIT,23 3,1.0,D,15.0,PART,0.09824,50.64828,22,AUDIT,23 3,1.0,D,10.0,PART,1.79701,0.58994,0.5816,0.46472,0.32911,0.27319,0.06372,,,AUDIT,23 3,1.0,D,3.0,PART,27.9672,2265.80859,1.62255,1396.4482,344.73118,4.0993
AUDIT,23 3,23 3,1.0,D,93.0,PART,32.91922,2545.96929,2428.98424,1.826,1.7421,0.77,0.83075,44.84,AUDIT,23 3,1.0,D,22.0,PART,1.20827,394.79,2.71369,382.01,,,5.24096,367.54,9.16292,AUDIT,23 3,1.0,D,93.0,PART,1394.28791,19.90249,1.24006,0.95174,0.51898,0.82893,3.38934,1.41319,AUDIT,23 3,1.0,D,6.0,PART,0.01855,0.00748,0.01107,AUDIT,23 3,1.0,D,51.0,PART,53.25701,9.01237,7.52426,32.91922,0.05754,0.21633,92.68718,2428.98424,AUDIT,23 3,1.0,D,77.0,PART,0.40793,51.45929,20.5,AUDIT,23 3,1.0,D,65.0,PART,3.17545,0.51825,0.42012,0.45374,0.82126,0.54648,1.37752,,,AUDIT,23 3,1.0,D,50.0,PART,32.91922,2428.98424,1.7421,1394.28791,377.92647,7.31282
AUDIT,23 3,23 3,1.0,D,77.0,PART,39.31092,2493.8106,2416.84142,1.77454,1.71977,0.75246,0.82606,45.05,AUDIT,23 3,1.0,D,85.0,PART,1.2175,487.03,2.75083,465.74,4.11114,451.32,1.47066,436.22,9.55012,AUDIT,23 3,1.0,D,77.0,PART,1405.32885,20.06533,1.22908,0.97863,0.53797,1.04908,3.46871,2.97306,AUDIT,23 3,1.0,D,78.0,PART,0.27538,0.1801,0.09529,AUDIT,23 3,1.0,D,104.0,PART,64.56025,9.15327,8.62764,39.31092,0.11372,0.19843,91.08954,2416.84142,AUDIT,23 3,1.0,D,65.0,PART,0.30915,49.33319,11,AUDIT,23 3,1.0,D,78.0,PART,1.52243,0.57877,0.93827,1.27647,1.15052,2.10713,1.33688,,,AUDIT,23 3,1.0,D,107.0,PART,39.31092,2416.84142,1.71977,1405.32885,457.16498,8.91047
AUDIT,23 3,23 3,1.0,D,22.0,PART,28.10286,2367.67638,2347.92454,1.71795,1.70362,0.91836,0.95843,45.68,AUDIT,23 3,1.0,D,14.0,PART,1.26779,359.23,1.27551,355.34,2.83135,343.1,5.46077,327.87056,10.83542,AUDIT,23 3,1.0,D,22.0,PART,1378.20024,20.73287,1.33189,1.00933,0.50747,0.96561,,0.74663,AUDIT,23 3,1.0,D,37.0,PART,0.1642,0.16067,0.00353,AUDIT,23 3,1.0,D,8.0,PART,49.92138,6.77089,10.26807,28.10286,0.00562,0.07347,95.8191,2347.92454,AUDIT,23 3,1.0,D,8.0,PART,0.14763,46.79036,14,AUDIT,23 3,1.0,D,12.0,PART,1.32685,0.40804,0.51029,0.56256,0.45704,0.50719,0.40894,,,AUDIT,23 3,1.0,D,4.0,PART,28.10286,2347.92454,1.70362,1378.20024,329.91998,4.18091
AUDIT,23 3,23 3,1.0,D,18.0,PART,31.91561,2309.1828,2336.41721,1.62494,1.6441,0.8393,0.87141,47,AUDIT,23 3,1.0,D,70.0,PART,0.93032,380.8,4.20844,359.07225,3.09092,333.4,2.88086,328.25,11.11054,AUDIT,23 3,1.0,D,18.0,PART,1421.09246,21.36773,1.31558,1.04216,0.52006,0.94206,4.67422,1.70763,AUDIT,23 3,1.0,D,2.0,PART,0.00656,0.00389,0.00267,AUDIT,23 3,1.0,D,3.0,PART,48.76942,6.81456,7.92624,28.98182,0.07,0.12128,94.48076,2473.68576,AUDIT,23 3,1.0,D,4.0,PART,0.09033,45.46811,12,AUDIT,23 3,1.0,D,4.0,PART,1.37066,0.65374,0.45596,0.35937,0.31611,0.28698,0.24147,,,AUDIT,23 3,1.0,D,7.0,PART,28.75328,2457.81325,1.72739,1422.84634,332.90972,4.26448
AUDIT,23 3,23 3,1.0,D,71.0,PART,33.37197,2494.4158,2466.79109,1.77931,1.75961,0.80982,0.86953,47.01,AUDIT,23 3,1.0,D,39.0,PART,1.31054,393.57,3.47829,387.81,,,4.97145,374.2,9.76028,AUDIT,23 3,1.0,D,71.0,PART,1401.90005,21.47308,1.26953,0.94436,0.49475,0.93203,3.0716,1.20362,AUDIT,23 3,1.0,D,31.0,PART,0.11761,0.04641,0.0712,AUDIT,23 3,1.0,D,88.0,PART,56.30263,10.3844,7.945,33.37197,0.01144,0.11168,93.13302,2466.79109,AUDIT,23 3,1.0,D,51.0,PART,0.19898,50.18688,21.7,AUDIT,23 3,1.0,D,57.0,PART,1.66268,0.43153,0.50365,0.59336,0.65865,1.8942,1.12292,,,AUDIT,23 3,1.0,D,55.0,PART,33.37197,2466.79109,1.75961,1401.90005,379.31194,6.86698
AUDIT,23 3,23 3,1.0,D,53.0,PART,37.90697,2433.07065,2404.75987,1.72439,1.70432,0.80407,0.87248,47.22,AUDIT,23 3,1.0,D,71.0,PART,1.46728,483.91,2.71633,464.28,3.65089,444.07,2.66241,435.72,10.4969,AUDIT,23 3,1.0,D,53.0,PART,1410.97804,19.58888,1.21157,0.97874,0.52609,0.97558,,3.62283,AUDIT,23 3,1.0,D,30.0,PART,0.10042,0.07925,0.02117,AUDIT,23 3,1.0,D,105.0,PART,65.53429,9.82995,13.28118,37.90697,0.20235,0.15363,92.15961,2404.75987,AUDIT,23 3,1.0,D,26.0,PART,0.23522,48.83341,24,AUDIT,23 3,1.0,D,70.0,PART,2.50217,0.6776,0.75539,0.74649,0.63847,0.74143,1.77885,,,AUDIT,23 3,1.0,D,106.0,PART,37.90697,2404.75987,1.70432,1410.97804,444.83364,7.84039
AUDIT,23 3,23 3,1.0,D,42.0,PART,32.09136,2476.10979,2473.14555,1.78158,1.77944,0.90731,0.96697,47.34,AUDIT,23 3,1.0,D,54.0,PART,1.55938,400.88,2.43478,385.14,3.50184,368.26,4.13511,357.57,11.63111,AUDIT,23 3,1.0,D,43.0,PART,1389.84223,20.53146,1.3244,0.97857,0.29736,0.74678,,1.13724,AUDIT,23 3,1.0,D,62.0,PART,0.28685,0.14027,0.14658,AUDIT,23 3,1.0,D,12.0,PART,50.31911,5.0552,7.7911,32.09136,0.09537,0.36508,93.83015,2473.14555,AUDIT,23 3,1.0,D,54.0,PART,0.73291,47.50087,22,AUDIT,23 3,1.0,D,70.0,PART,2.50217,0.6776,0.75539,0.74649,0.63847,0.74143,1.77885,,,AUDIT,23 3,1.0,D,37.0,PART,32.09136,2473.14555,1.77944,1389.84223,360.68986,6.16985
AUDIT,23 3,23 3,1.0,D,11.0,PART,31.77765,2268.45707,2289.55188,1.60679,1.62173,0.70011,0.73064,47.5,AUDIT,23 3,1.0,D,102.0,PART,2.23614,410.77,3.088,400.78,4.56495,390.07,1.31202,374.81,11.20111,AUDIT,23 3,1.0,D,11.0,PART,1411.79498,22.00831,1.36557,1.06013,0.48439,0.90355,4.50665,1.77427,AUDIT,23 3,1.0,D,7.0,PART,0.02285,0.00886,0.01399,AUDIT,23 3,1.0,D,10.0,PART,50.00097,7.01041,7.46328,31.77765,0.03264,0.08034,95.82111,2289.55188,AUDIT,23 3,1.0,D,2.0,PART,0.16096,46.2705,18,AUDIT,23 3,1.0,D,11.0,PART,1.44933,0.62601,0.59546,0.5143,0.36712,0.31771,0.30896,,,AUDIT,23 3,1.0,D,34.0,PART,31.77765,2289.55188,1.62173,1411.79498,391.8979,4.17889
AUDIT,23 3,23 3,1.0,D,91.0,PART,37.83834,2547.25101,2496.68427,1.80458,1.76876,0.81613,0.89345,47.6,AUDIT,23 3,1.0,D,72.0,PART,1.37835,462.26,2.95142,437.4,3.55578,427.68,2.60223,435.72,10.48779,AUDIT,23 3,1.0,D,90.0,PART,1411.54436,20.29277,1.22871,0.99773,0.52921,1.00629,3.06047,2.91635,AUDIT,23 3,1.0,D,48.0,PART,0.16767,0.14651,0.02117,AUDIT,23 3,1.0,D,107.0,PART,67.27007,10.30152,12.82329,37.83834,0.19137,0.16235,91.34538,2496.68427,AUDIT,23 3,1.0,D,82.0,PART,0.24233,50.43698,18,AUDIT,23 3,1.0,D,77.0,PART,2.49635,0.92498,1.08924,1.12008,0.78349,0.91632,1.32418,,,AUDIT,23 3,1.0,D,105.0,PART,37.83834,2496.68427,1.76876,1411.54436,427.85142,8.65462
AUDIT,23 3,23 3,1.0,D,76.0,PART,37.2692,2557.42319,2535.26954,1.80621,1.79056,0.80894,0.90046,47.66,AUDIT,23 3,1.0,D,48.0,PART,1.65974,447.94,1.83554,418.22,3.44308,,4.20143,407.55,11.13979,AUDIT,23 3,1.0,D,76.0,PART,1415.90596,19.1632,1.17344,0.94311,0.50084,0.90584,2.99719,2.58364,AUDIT,23 3,1.0,D,83.0,PART,0.31494,0.25223,0.06271,AUDIT,23 3,1.0,D,103.0,PART,63.98313,9.34441,12.67711,37.2692,0.11731,0.21707,89.83671,2535.26954,AUDIT,23 3,1.0,D,92.0,PART,0.3415,48.864,22,AUDIT,23 3,1.0,D,84.0,PART,3.53438,0.77808,0.82433,1.0145,1.32952,2.34424,0.33824,,,AUDIT,23 3,1.0,D,103.0,PART,37.2692,2535.26954,1.79056,1415.90596,416.28453,10.16329
AUDIT,23 3,23 3,1.0,D,10.0,PART,33.10547,2294.74118,2317.6884,1.62413,1.64037,0.83884,0.87289,47.8,AUDIT,23 3,1.0,D,98.0,PART,2.22552,425.08,3.05093,414.94,4.54031,404.32,1.50382,389.24,11.32057,AUDIT,23 3,1.0,D,10.0,PART,1412.90492,21.78775,1.34024,1.04159,0.48759,0.89136,4.5301,1.61379,AUDIT,23 3,1.0,D,1.0,PART,0.00382,0.002,0.00183,AUDIT,23 3,1.0,D,28.0,PART,51.76912,6.91211,7.10204,33.10547,0.07034,0.04666,96.09935,2317.6884,AUDIT,23 3,1.0,D,3.0,PART,0.09022,46.47258,17,AUDIT,23 3,1.0,D,8.0,PART,0.74815,0.50173,0.5388,0.53038,0.54362,0.41251,0.62546,,,AUDIT,23 3,1.0,D,52.0,PART,33.10547,2317.6884,1.64037,1412.90492,403.63392,3.90065
AUDIT,23 3,23 3,1.0,D,57.0,PART,33.3966,2581.61444,2633.34335,1.80883,1.84508,0.91,0.96774,48,AUDIT,23 3,1.0,D,40.0,PART,1.02933,406.54,4.21998,377.01,2.93248,363.1,5.06857,359.18,13.25036,AUDIT,23 3,1.0,D,57.0,PART,1427.22557,19.00612,1.2262,0.89128,0.36931,0.75269,,1.01843,AUDIT,23 3,1.0,D,69.0,PART,0.29497,0.16904,0.12593,AUDIT,23 3,1.0,D,57.0,PART,53.50895,6.4574,8.84409,33.3966,0.0823,0.11768,94.03394,2633.34335,AUDIT,23 3,1.0,D,86.0,PART,0.22104,45.39068,29.27,AUDIT,23 3,1.0,D,8.0,PART,0.74815,0.50173,0.5388,0.53038,0.54362,0.41251,0.62546,,,AUDIT,23 3,1.0,D,56.0,PART,33.3966,2633.34335,1.84508,1427.22557,362.0073,5.96606
AUDIT,23 3,23 3,1.0,D,1.0,PART,32.39137,2219.16417,2254.83746,1.58411,1.60957,0.83957,0.87877,48.1,AUDIT,23 3,1.0,D,100.0,PART,2.29088,417.48,3.13019,408.66,4.55908,400.34,1.46586,387.37,11.44601,AUDIT,23 3,1.0,D,1.0,PART,1400.89191,21.87773,1.36053,1.04999,0.48907,0.92655,4.26072,1.14094,AUDIT,23 3,1.0,D,3.0,PART,0.00964,0.00074,0.0089,AUDIT,23 3,1.0,D,23.0,PART,51.45482,6.6319,7.06214,32.39137,0.05705,0.06228,95.53992,2254.83746,AUDIT,23 3,1.0,D,1.0,PART,0.1212,45.98514,17,AUDIT,23 3,1.0,D,16.0,PART,1.70131,0.94119,0.37631,0.31603,0.31653,0.29933,0.50938,,,AUDIT,23 3,1.0,D,44.0,PART,32.39137,2254.83746,1.60957,1400.89191,402.48407,4.46008
AUDIT,23 3,23 3,1.0,D,31.0,PART,32.91364,2386.27491,2404.34119,1.68758,1.70036,0.82485,0.88009,48.3,AUDIT,23 3,1.0,D,99.0,PART,2.28715,413.18,3.11437,400.65,4.6402,388.9,1.49687,372.8,11.5386,AUDIT,23 3,1.0,D,31.0,PART,1414.02078,21.17408,1.30622,1.01129,0.46961,0.89746,4.66682,1.28888,AUDIT,23 3,1.0,D,4.0,PART,0.01061,0.00124,0.00937,AUDIT,23 3,1.0,D,41.0,PART,52.81698,7.80393,7.65708,32.91364,0.0411,0.06448,93.72352,2404.34119,AUDIT,23 3,1.0,D,14.0,PART,0.12224,47.27566,18,AUDIT,23 3,1.0,D,49.0,PART,1.89114,0.82518,0.64495,0.71201,0.69519,0.64461,0.86341,,,AUDIT,23 3,1.0,D,49.0,PART,32.91364,2404.34119,1.70036,1414.02078,387.13781,6.27648
AUDIT,23 3,23 3,1.0,D,38.0,PART,34.62198,2550.67869,2505.70365,1.81259,1.78063,0.85106,0.89069,49,AUDIT,23 3,1.0,D,76.0,PART,1.20695,415.11,3.47794,407.43,4.0038,396.17,2.19786,389.66,10.88654,AUDIT,23 3,1.0,D,38.0,PART,1407.19854,20.57981,1.30343,0.98587,0.46808,0.94151,,1.58329,AUDIT,23 3,1.0,D,99.0,PART,0.70908,0.56501,0.14406,AUDIT,23 3,1.0,D,49.0,PART,53.17661,7.18075,7.30582,34.62198,0.05665,0.12623,95.55019,2505.70365,AUDIT,23 3,1.0,D,81.0,PART,0.23963,51.57899,19,AUDIT,23 3,1.0,D,15.0,PART,1.98409,0.51865,0.4102,0.37356,0.36192,0.38655,0.41483,,,AUDIT,23 3,1.0,D,75.0,PART,34.62198,2505.70365,1.78063,1407.19854,388.87276,4.44981
AUDIT,23 3,23 3,1.0,D,49.0,PART,33.60436,2459.65084,2488.79944,1.71636,1.7367,0.9,0.93569,49.06,AUDIT,23 3,1.0,D,55.0,PART,1.32951,436.67,2.97494,411.62,3.7651,394.2863,4.03932,370.6244,12.10886,AUDIT,23 3,1.0,D,49.0,PART,1433.0601,19.2139,1.24551,0.96563,0.4104,0.86153,1.33434,2.38069,AUDIT,23 3,1.0,D,40.0,PART,0.16223,0.11762,0.04461,AUDIT,23 3,1.0,D,48.0,PART,53.09427,6.56302,8.08831,33.60436,0.06343,0.12927,96.18618,2488.79944,AUDIT,23 3,1.0,D,27.0,PART,0.24448,47.45353,23,AUDIT,23 3,1.0,D,6.0,PART,1.50548,0.27001,0.30703,0.23554,0.34294,0.47906,0.67375,,,AUDIT,23 3,1.0,D,60.0,PART,33.60436,2488.79944,1.7367,1433.0601,386.99038,3.81382
AUDIT,23 3,23 3,1.0,D,54.0,PART,33.51857,2453.13523,2522.8561,1.75119,1.80096,0.95312,1.03254,49.63,AUDIT,23 3,1.0,D,25.0,PART,1.44076,409.02,2.99541,390.62,2.28941,382.98,6.27059,368.05,12.99617,AUDIT,23 3,1.0,D,54.0,PART,1400.83757,20.67485,1.32582,0.97324,0.45285,0.98066,,1.38161,AUDIT,23 3,1.0,D,86.0,PART,0.37738,0.35998,0.0174,AUDIT,23 3,1.0,D,89.0,PART,56.30953,8.32779,9.93224,33.51857,0.15,0.11757,92.30827,2522.8561,AUDIT,23 3,1.0,D,35.0,PART,0.21002,46.22924,30,AUDIT,23 3,1.0,D,69.0,PART,2.60672,0.63228,0.7265,0.73445,0.95397,1.22457,0.81324,,,AUDIT,23 3,1.0,D,59.0,PART,33.51857,2522.8561,1.80096,1400.83757,372.22952,7.69173
AUDIT,23 3,23 3,1.0,D,3.0,PART,33.67577,2482.74372,2480.5932,1.78212,1.78058,0.85,0.92943,49.68,AUDIT,23 3,1.0,D,89.0,PART,1.15004,400.7,3.39952,390.98,6.03563,373.42,0.91782,366.19,11.503,AUDIT,23 3,1.0,D,3.0,PART,1393.14157,19.59509,1.21779,0.9256,0.40083,0.6992,3.08148,1.82882,AUDIT,23 3,1.0,D,46.0,PART,0.21251,0.1219,0.09062,AUDIT,23 3,1.0,D,35.0,PART,52.33237,7.18724,7.2096,33.67577,0.11691,0.11352,91.45376,2480.5932,AUDIT,23 3,1.0,D,52.0,PART,0.21787,49.80203,21.6,AUDIT,23 3,1.0,D,76.0,PART,3.71632,0.40407,0.40775,0.35464,0.52494,1.19127,1.14577,0.80148,,AUDIT,23 3,1.0,D,63.0,PART,33.67577,2480.5932,1.78058,1393.14157,378.25727,8.54624
AUDIT,23 3,23 3,1.0,D,56.0,PART,32.15218,2463.45941,2467.2477,1.7507,1.75339,1.00014,1.0637,50.1,AUDIT,23 3,1.0,D,56.0,PART,0.99619,381.99,3.30612,383.24,3.58448,376.03,3.67862,362.63,11.56542,AUDIT,23 3,1.0,D,56.0,PART,1407.12786,20.62493,1.25163,0.89592,0.66482,1.10107,3.43751,1.2463,AUDIT,23 3,1.0,D,56.0,PART,0.24024,0.18443,0.0558,AUDIT,23 3,1.0,D,62.0,PART,53.78725,8.26464,7.78984,32.15218,0.1237,0.09173,94.02459,2467.2477,AUDIT,23 3,1.0,D,32.0,PART,0.17124,49.88123,20,AUDIT,23 3,1.0,D,37.0,PART,1.72758,0.54501,0.59339,0.44011,0.61547,0.8187,1.10396,0.13119,,AUDIT,23 3,1.0,D,39.0,PART,32.15218,2467.2477,1.75339,1407.12786,366.74254,5.97541
AUDIT,23 3,23 3,1.0,D,70.0,PART,33.32502,2532.68918,2493.111,1.81279,1.78446,0.87685,0.96586,50.13,AUDIT,23 3,1.0,D,88.0,PART,1.47021,384.55,3.78682,377.96,3.38536,367.82,2.07502,365.26,10.71741,AUDIT,23 3,1.0,D,70.0,PART,1397.12087,20.524,1.32138,1.0087,0.46173,0.96376,,0.79001,AUDIT,23 3,1.0,D,103.0,PART,0.80238,0.22399,0.57839,AUDIT,23 3,1.0,D,90.0,PART,56.47143,9.77588,8.03628,33.32502,0.11144,0.13046,90.78424,2493.111,AUDIT,23 3,1.0,D,85.0,PART,0.23341,52.45478,19,AUDIT,23 3,1.0,D,80.0,PART,3.35258,0.63355,0.63729,0.70261,0.6792,0.54687,0.99282,1.67086,,AUDIT,23 3,1.0,D,53.0,PART,33.32502,2493.111,1.78446,1397.12087,373.5019,9.21576
AUDIT,23 3,23 3,1.0,D,101.0,PART,35.43452,2764.1253,2733.12459,1.98707,1.96479,0.87495,0.93774,51,AUDIT,23 3,1.0,D,35.0,PART,1.65368,400.88,2.15105,385.14,3.26311,368.26,5.17581,357.57,12.24364,AUDIT,23 3,1.0,D,101.0,PART,1391.05481,20.41708,1.31708,0.97395,0.29773,0.75935,,1.13899,AUDIT,23 3,1.0,D,51.0,PART,0.22021,0.12296,0.09725,AUDIT,23 3,1.0,D,59.0,PART,53.63819,5.32045,7.70059,35.43452,0.09784,0.19234,93.30402,2733.12459,AUDIT,23 3,1.0,D,103.0,PART,0.36067,52.67818,27,AUDIT,23 3,1.0,D,80.0,PART,3.35258,0.63355,0.63729,0.70261,0.6792,0.54687,0.99282,1.67086,,AUDIT,23 3,1.0,D,90.0,PART,35.43452,2733.12459,1.96479,1391.05481,360.69605,6.69599
AUDIT,23 3,23 3,1.0,D,62.0,PART,32.04349,2542.99918,2533.87979,1.82702,1.82047,0.8942,0.95029,51.37,AUDIT,23 3,1.0,D,96.0,PART,1.2532,374.85,3.4824,366.11,6.99986,346.12,,,11.73546,AUDIT,23 3,1.0,D,62.0,PART,1391.88081,20.96455,1.27216,0.97377,0.50804,0.95353,1.30112,0.52644,AUDIT,23 3,1.0,D,39.0,PART,0.16224,0.12677,0.03546,AUDIT,23 3,1.0,D,30.0,PART,51.95871,7.43292,7.85402,32.04349,0.05997,0.09072,94.09761,2533.87979,AUDIT,23 3,1.0,D,73.0,PART,0.1752,51.89691,16,AUDIT,23 3,1.0,D,33.0,PART,1.66724,0.45395,0.58069,0.5689,0.57947,0.67915,0.92493,0.44808,,AUDIT,23 3,1.0,D,36.0,PART,32.04349,2533.87979,1.82047,1391.88081,352.03503,5.90239
AUDIT,23 3,23 3,1.0,D,68.0,PART,34.61736,2547.67011,2526.17531,1.82493,1.80953,0.9169,0.99148,51.71,AUDIT,23 3,1.0,D,60.0,PART,1.50997,401.21,4.64671,390.63,,,5.24648,379.96,11.40316,AUDIT,23 3,1.0,D,68.0,PART,1396.03959,21.11297,1.30448,0.98227,0.27374,0.75495,,1.89003,AUDIT,23 3,1.0,D,81.0,PART,0.33638,0.08718,0.2492,AUDIT,23 3,1.0,D,100.0,PART,59.00239,10.33344,8.36177,34.61736,,0.1127,92.47809,2526.17531,AUDIT,23 3,1.0,D,80.0,PART,0.19202,52.98154,17,AUDIT,23 3,1.0,D,66.0,PART,2.30384,0.78159,1.16118,0.88511,0.58006,0.54833,0.98135,0.28046,,AUDIT,23 3,1.0,D,74.0,PART,34.61736,2526.17531,1.80953,1396.03959,382.61166,7.52191
AUDIT,23 3,23 3,1.0,D,97.0,PART,33.90055,2667.52335,2642.90074,1.91909,1.90137,0.87704,0.97408,52.8,AUDIT,23 3,1.0,D,7.0,PART,1.09079,370.98,1.07293,362.39,3.22363,359.86,6.32759,348.06447,11.71493,AUDIT,23 3,1.0,D,97.0,PART,1389.99744,20.8988,1.26386,0.94421,0.50827,0.94155,2.54013,0.61212,AUDIT,23 3,1.0,D,98.0,PART,0.66523,0.40027,0.26496,AUDIT,23 3,1.0,D,72.0,PART,54.87551,7.89567,7.55644,33.90055,0.06324,0.12857,90.03774,2642.90074,AUDIT,23 3,1.0,D,102.0,PART,0.23639,54.22352,14,AUDIT,23 3,1.0,D,83.0,PART,1.0005,0.76152,0.77533,2.3255,1.59247,1.50595,2.001,,,AUDIT,23 3,1.0,D,67.0,PART,33.90055,2642.90074,1.90137,1389.99744,356.59063,9.96226
